TimeUS,State,Mode
141164176,0,1
141184215,0,1
141204192,0,1
141224218,0,1
141244316,0,1
141264192,0,1
141284181,0,1
141304186,0,1
141324180,0,1
141344177,0,1
141364177,0,1
141384177,0,1
141404179,0,1
141424181,0,1
141444177,0,1
141464181,0,1
141484177,0,1
141504181,0,1
141524271,0,1
141544395,0,1
141564180,0,1
141584179,0,1
141604215,0,1
141624182,0,1
141644180,0,1
141664182,0,1
141684184,0,1
141704189,0,1
141724207,0,1
141744178,0,1
141764191,0,1
141784178,0,1
141804149,0,1
141824447,0,1
141844182,0,1
141864232,0,1
141884182,0,1
141904178,0,1
141924178,0,1
141944176,0,1
141964178,0,1
141984181,0,1
142004180,0,1
142024179,0,1
142044187,0,1
142064180,0,1
142084179,0,1
142104182,0,1
142124178,0,1
142144188,0,1
142164176,0,1
142184177,0,1
142204181,0,1
142224185,0,1
142244179,0,1
142264179,0,1
142284180,0,1
142304179,0,1
142324181,0,1
142344182,0,1
142364181,0,1
142384178,0,1
142404207,0,1
142424432,0,1
142444183,0,1
142464579,0,1
142484180,0,1
142504185,0,1
142524187,0,1
142544184,0,1
142564177,0,1
142584180,0,1
142604183,0,1
142624179,0,1
142644189,0,1
142664184,0,1
142684179,0,1
142704181,0,1
142724179,0,1
142744175,0,1
142764181,0,1
142784179,0,1
142804181,0,1
142824182,0,1
142844178,0,1
142864180,0,1
142884179,0,1
142904181,0,1
142924191,0,1
142944181,0,1
142964194,0,1
142984178,0,1
143004192,0,1
143024165,0,1
143044180,0,1
143064227,0,1
143084184,0,1
143104181,0,1
143124189,0,1
143144372,0,1
143164179,0,1
143184181,0,1
143204195,0,1
143224180,0,1
143244178,0,1
143264180,0,1
143284176,0,1
143304183,0,1
143324219,0,1
143344183,0,1
143364342,0,1
143384184,0,1
143404181,0,1
143424179,0,1
143444177,0,1
143464181,0,1
143484176,0,1
143504184,0,1
143524435,0,1
143544364,0,1
143564179,0,1
143584184,0,1
143604181,0,1
143624181,0,1
143644180,0,1
143664187,0,1
143684181,0,1
143704182,0,1
143724180,0,1
143744182,0,1
143764185,0,1
143784181,0,1
143804188,0,1
143824183,0,1
143844180,0,1
143864185,0,1
143884179,0,1
143904179,0,1
143924179,0,1
143944175,0,1
143964179,0,1
143984178,0,1
144004182,0,1
144024178,0,1
144044279,0,1
144064179,0,1
144084175,0,1
144104179,0,1
144124180,0,1
144144178,0,1
144164179,0,1
144184181,0,1
144204184,0,1
144224200,0,1
144244182,0,1
144264183,0,1
144284180,0,1
144304185,0,1
144324613,0,1
144344455,0,1
144364178,0,1
144384179,0,1
144404187,0,1
144424180,0,1
144444181,0,1
144464178,0,1
144484178,0,1
144504181,0,1
144524184,0,1
144544177,0,1
144564350,0,1
144584179,0,1
144604184,0,1
144624181,0,1
144644177,0,1
144664181,0,1
144684177,0,1
144704180,0,1
144724194,0,1
144744178,0,1
144764180,0,1
144784180,0,1
144804181,0,1
144824205,0,1
144844380,0,1
144864338,0,1
144884177,0,1
144904182,0,1
144924180,0,1
144944180,0,1
144964182,0,1
144984180,0,1
145004155,0,1
145024181,0,1
145044193,0,1
145064176,0,1
145084179,0,1
145104178,0,1
145124388,0,1
145144181,0,1
145164179,0,1
145184176,0,1
145204182,0,1
145224180,0,1
145244177,0,1
145264299,0,1
145284181,0,1
145304180,0,1
145324183,0,1
145344179,0,1
145364178,0,1
145384177,0,1
145404177,0,1
145424180,0,1
145444177,0,1
145464345,0,1
145484181,0,1
145504177,0,1
145524178,0,1
145544179,0,1
145564188,0,1
145584186,0,1
145604179,0,1
145624179,0,1
145644183,0,1
145664178,0,1
145684274,0,1
145704182,0,1
145724183,0,1
145744184,0,1
145764181,0,1
145784180,0,1
145804181,0,1
145824181,0,1
145844178,0,1
145864176,0,1
145884177,0,1
145904179,0,1
145924179,0,1
145944181,0,1
145964182,0,1
145984182,0,1
146004182,0,1
146024192,0,1
146044179,0,1
146064177,0,1
146084179,0,1
146104177,0,1
146124357,0,1
146144178,0,1
146164179,0,1
146184177,0,1
146204176,0,1
146224186,0,1
146244179,0,1
146264180,0,1
146284179,0,1
146304179,0,1
146324196,0,1
146344180,0,1
146364155,0,1
146384178,0,1
146404179,0,1
146424178,0,1
146444319,0,1
146464181,0,1
146484175,0,1
146504175,0,1
146524188,0,1
146544299,0,1
146564180,0,1
146584180,0,1
146604179,0,1
146624183,0,1
146644177,0,1
146664177,0,1
146684200,0,1
146704177,0,1
146724178,0,1
146744178,0,1
146764178,0,1
146784177,0,1
146804185,0,1
146824177,0,1
146844182,0,1
146864180,0,1
146884183,0,1
146904177,0,1
146924182,0,1
146944177,0,1
146964176,0,1
146984176,0,1
147004184,0,1
147024182,0,1
147044189,0,1
147064183,0,1
147084179,0,1
147104183,0,1
147124183,0,1
147144183,0,1
147164178,0,1
147184179,0,1
147204182,0,1
147224182,0,1
147244191,0,1
147264179,0,1
147284184,0,1
147304182,0,1
147324181,0,1
147344228,0,1
147364179,0,1
147384183,0,1
147404177,0,1
147424184,0,1
147444185,0,1
147464179,0,1
147484178,0,1
147504179,0,1
147524178,0,1
147544186,0,1
147564177,0,1
147584180,0,1
147604195,0,1
147624187,0,1
147644186,0,1
147664177,0,1
147684179,0,1
147704181,0,1
147724183,0,1
147744187,0,1
147764178,0,1
147784184,0,1
147804183,0,1
147824182,0,1
147844351,0,1
147864180,0,1
147884182,0,1
147904181,0,1
147924178,0,1
147944179,0,1
147964179,0,1
147984176,0,1
148004182,0,1
148024178,0,1
148044190,0,1
148064189,0,1
148084182,0,1
148104181,0,1
148124294,0,1
148144180,0,1
148164179,0,1
148184180,0,1
148204178,0,1
148224178,0,1
148244180,0,1
148264185,0,1
148284180,0,1
148304241,0,1
148324212,0,1
148344329,0,1
148364179,0,1
148384181,0,1
148404183,0,1
148424177,0,1
148444181,0,1
148464179,0,1
148484257,0,1
148504183,0,1
148524416,0,1
148544180,0,1
148564184,0,1
148584182,0,1
148604245,0,1
148624185,0,1
148644178,0,1
148664181,0,1
148684180,0,1
148704180,0,1
148724186,0,1
148744180,0,1
148764179,0,1
148784179,0,1
148804178,0,1
148824184,0,1
148844180,0,1
148864185,0,1
148884177,0,1
148904183,0,1
148924179,0,1
148944179,0,1
148964178,0,1
148984179,0,1
149005334,0,1
149024181,0,1
149044181,0,1
149064180,0,1
149084181,0,1
149104175,0,1
149124223,0,1
149144181,0,1
149164263,0,1
149184177,0,1
149204177,0,1
149224188,0,1
149244181,0,1
149264180,0,1
149284183,0,1
149304181,0,1
149324179,0,1
149344177,0,1
149364177,0,1
149384176,0,1
149404177,0,1
149424179,0,1
149444181,0,1
149464250,0,1
149484178,0,1
149504210,0,1
149524182,0,1
149544184,0,1
149564182,0,1
149584180,0,1
149604180,0,1
149624185,0,1
149644427,0,1
149664180,0,1
149684179,0,1
149704179,0,1
149724224,0,1
149744185,0,1
149764176,0,1
149784181,0,1
149804177,0,1
149824179,0,1
149844179,0,1
149864177,0,1
149884177,0,1
149904418,0,1
149924181,0,1
149944181,0,1
149964174,0,1
149984177,0,1
150004177,0,1
150024184,0,1
150044179,0,1
150064205,0,1
150084183,0,1
150104178,0,1
150124183,0,1
150144159,0,1
150164184,0,1
150184180,0,1
150204178,0,1
150224187,0,1
150244180,0,1
150264180,0,1
150284180,0,1
150304182,0,1
150324195,0,1
150344181,0,1
150364188,0,1
150384179,0,1
150404178,0,1
150424180,0,1
150444180,0,1
150464177,0,1
150484177,0,1
150504188,0,1
150524182,0,1
150544238,0,1
150564180,0,1
150584177,0,1
150604178,0,1
150624184,0,1
150644284,0,1
150664180,0,1
150684177,0,1
150704182,0,1
150724180,0,1
150744267,0,1
150764180,0,1
150784177,0,1
150804210,0,1
150824193,0,1
150844181,0,1
150864184,0,1
150884177,0,1
150904176,0,1
150924178,0,1
150944177,0,1
150964180,0,1
150984177,0,1
151004180,0,1
151024183,0,1
151044181,0,1
151064296,0,1
151084182,0,1
151104177,0,1
151124199,0,1
151144182,0,1
151164228,0,1
151184177,0,1
151204176,0,1
151224183,0,1
151244177,0,1
151264178,0,1
151284177,0,1
151304178,0,1
151324183,0,1
151344345,0,1
151364211,0,1
151384179,0,1
151404176,0,1
151424181,0,1
151444177,0,1
151464179,0,1
151484180,0,1
151504184,0,1
151524197,0,1
151544464,0,1
151564519,0,1
151584182,0,1
151604181,0,1
151624185,0,1
151644180,0,1
151664179,0,1
151684181,0,1
151704178,0,1
151724180,0,1
151744355,0,1
151764182,0,1
151784176,0,1
151804179,0,1
151824179,0,1
151844224,0,1
151864178,0,1
151884181,0,1
151904178,0,1
151924178,0,1
151944179,0,1
151964181,0,1
151984175,0,1
152004179,0,1
152024182,0,1
152044179,0,1
152064188,0,1
152084297,0,1
152104183,0,1
152124263,0,1
152144181,0,1
152164183,0,1
152184177,0,1
152204177,0,1
152224269,0,1
152244208,0,1
152264178,0,1
152284176,0,1
152304179,0,1
152324209,0,1
152345982,0,1
152365274,0,1
152384215,0,1
152404178,0,1
152424203,0,1
152444183,0,1
152464176,0,1
152484177,0,1
152504272,0,1
152524191,0,1
152544180,0,1
152564185,0,1
152584176,0,1
152604177,0,1
152624183,0,1
152644184,0,1
152664181,0,1
152684188,0,1
152704183,0,1
152724177,0,1
152744179,0,1
152764179,0,1
152784179,0,1
152804179,0,1
152824193,0,1
152844196,0,1
152864178,0,1
152884178,0,1
152904183,0,1
152924186,0,1
152944177,0,1
152964181,0,1
152984180,0,1
153004182,0,1
153024191,0,1
153044186,0,1
153064180,0,1
153084180,0,1
153104183,0,1
153124184,0,1
153144180,0,1
153164177,0,1
153184179,0,1
153204182,0,1
153224180,0,1
153244304,0,1
153264189,0,1
153284176,0,1
153304178,0,1
153324220,0,1
153344183,0,1
153364179,0,1
153384184,0,1
153404191,0,1
153424187,0,1
153444179,0,1
153464176,0,1
153484181,0,1
153504180,0,1
153524186,0,1
153544180,0,1
153564190,0,1
153584132,0,1
153604188,0,1
153624181,0,1
153644367,0,1
153664181,0,1
153684131,0,1
153704186,0,1
153724179,0,1
153744181,0,1
153764186,0,1
153784178,0,1
153804189,0,1
153824178,0,1
153844178,0,1
153864179,0,1
153884179,0,1
153904186,0,1
153924177,0,1
153944176,0,1
153964180,0,1
153984175,0,1
154004184,0,1
154024185,0,1
154044178,0,1
154064178,0,1
154084182,0,1
154104179,0,1
154124193,0,1
154144176,0,1
154164178,0,1
154184179,0,1
154204180,0,1
154224181,0,1
154244179,0,1
154264225,0,1
154284183,0,1
154304187,0,1
154324176,0,1
154345903,0,1
154364183,0,1
154384267,0,1
154404189,0,1
154424181,0,1
154444180,0,1
154464176,0,1
154484177,0,1
154504178,0,1
154524207,0,1
154544179,0,1
154564307,0,1
154584180,0,1
154604177,0,1
154624181,0,1
154644176,0,1
154664201,0,1
154684189,0,1
154704183,0,1
154724177,0,1
154744325,0,1
154764811,0,1
154784181,0,1
154804185,0,1
154824180,0,1
154844201,0,1
154864178,0,1
154884263,0,1
154904187,0,1
154924184,0,1
154944176,0,1
154964178,0,1
154984181,0,1
155004180,0,1
155024203,0,1
155044179,0,1
155064276,0,1
155084178,0,1
155104181,0,1
155124179,0,1
155144177,0,1
155164177,0,1
155184383,0,1
155204174,0,1
155224176,0,1
155244181,0,1
155264179,0,1
155284181,0,1
155304178,0,1
155324178,0,1
155344177,0,1
155364179,0,1
155384178,0,1
155404177,0,1
155424178,0,1
155444178,0,1
155464186,0,1
155484177,0,1
155504182,0,1
155524182,0,1
155544184,0,1
155565878,0,1
155584181,0,1
155604180,0,1
155624180,0,1
155644180,0,1
155664179,0,1
155684178,0,1
155704185,0,1
155724202,0,1
155744180,0,1
155764179,0,1
155784190,0,1
155804180,0,1
155824181,0,1
155844185,0,1
155864179,0,1
155884177,0,1
155904179,0,1
155924182,0,1
155944181,0,1
155964181,0,1
155984179,0,1
156004180,0,1
156024182,0,1
156044177,0,1
156064181,0,1
156084179,0,1
156104180,0,1
156124177,0,1
156144182,0,1
156164181,0,1
156184185,0,1
156204182,0,1
156224181,0,1
156244181,0,1
156264178,0,1
156284181,0,1
156304179,0,1
156324180,0,1
156344180,0,1
156364182,0,1
156384174,0,1
156404178,0,1
156424142,0,1
156444177,0,1
156464182,0,1
156484179,0,1
156504178,0,1
156524179,0,1
156544179,0,1
156564183,0,1
156584180,0,1
156604178,0,1
156624179,0,1
156644180,0,1
156664218,0,1
156684176,0,1
156704179,0,1
156724176,0,1
156744180,0,1
156764180,0,1
156784180,0,1
156804369,0,1
156824188,0,1
156844179,0,1
156864199,0,1
156884158,0,1
156904177,0,1
156924181,0,1
156944179,0,1
156964178,0,1
156984215,0,1
157004178,0,1
157024197,0,1
157044178,0,1
157064177,0,1
157084179,0,1
157104304,0,1
157124177,0,1
157144189,0,1
157164180,0,1
157184188,0,1
157204170,0,1
157224177,0,1
157244179,0,1
157264178,0,1
157284177,0,1
157304178,0,1
157324182,0,1
157344177,0,1
157364274,0,1
157384179,0,1
157404180,0,1
157424198,0,1
157444181,0,1
157464174,0,1
157484187,0,1
157504179,0,1
157524186,0,1
157544183,0,1
157564179,0,1
157584189,0,1
157604177,0,1
157624182,0,1
157644179,0,1
157664516,0,1
157684277,0,1
157704180,0,1
157724200,0,1
157744180,0,1
157764179,0,1
157784181,0,1
157804177,0,1
157824198,0,1
157844437,0,1
157864177,0,1
157884182,0,1
157904176,0,1
157924179,0,1
157944180,0,1
157964182,0,1
157984177,0,1
158004179,0,1
158024178,0,1
158044219,0,1
158064181,0,1
158084183,0,1
158104145,0,1
158124175,0,1
158144182,0,1
158164180,0,1
158184185,0,1
158204181,0,1
158224182,0,1
158244185,0,1
158264212,0,1
158284178,0,1
158304181,0,1
158324183,0,1
158344190,0,1
158364288,0,1
158384354,0,1
158404178,0,1
158424191,0,1
158444181,0,1
158464177,0,1
158484179,0,1
158504177,0,1
158524181,0,1
158544180,0,1
158564180,0,1
158584176,0,1
158604177,0,1
158624202,0,1
158644176,0,1
158664183,0,1
158684176,0,1
158704175,0,1
158724210,0,1
158744186,0,1
158764187,0,1
158784177,0,1
158804176,0,1
158824177,0,1
158844242,0,1
158864179,0,1
158884183,0,1
158904179,0,1
158924178,0,1
158944183,0,1
158964180,0,1
158984178,0,1
159004180,0,1
159024180,0,1
159044182,0,1
159064323,0,1
159084180,0,1
159104179,0,1
159124177,0,1
159144186,0,1
159164177,0,1
159184178,0,1
159204177,0,1
159224178,0,1
159244184,0,1
159264300,0,1
159284181,0,1
159304178,0,1
159324179,0,1
159344178,0,1
159364182,0,1
159384177,0,1
159404175,0,1
159424157,0,1
159444180,0,1
159464178,0,1
159484179,0,1
159504179,0,1
159524177,0,1
159544188,0,1
159564183,0,1
159584180,0,1
159604182,0,1
159624179,0,1
159644416,0,1
159664173,0,1
159684180,0,1
159704178,0,1
159726369,0,1
159744185,0,1
159764181,0,1
159784178,0,1
159804178,0,1
159824219,0,1
159844198,0,1
159864569,0,1
159884180,0,1
159904178,0,1
159924176,0,1
159944184,0,1
159964228,0,1
159984183,0,1
160004326,0,1
160024179,0,1
160044182,0,1
160064181,0,1
160084188,0,1
160104181,0,1
160124189,0,1
160144200,0,1
160164235,0,1
160184340,0,1
160204176,0,1
160224176,0,1
160244178,0,1
160264177,0,1
160284177,0,1
160304177,0,1
160324177,0,1
160344179,0,1
160364181,0,1
160384176,0,1
160404339,0,1
160424178,0,1
160444186,0,1
160464203,0,1
160484177,0,1
160504181,0,1
160524184,0,1
160544188,0,1
160564192,0,1
160584184,0,1
160604179,0,1
160624182,0,1
160644195,0,1
160664182,0,1
160684181,0,1
160704179,0,1
160724383,0,1
160744189,0,1
160764188,0,1
160784211,0,1
160804182,0,1
160824176,0,1
160844178,0,1
160864177,0,1
160884181,0,1
160904197,0,1
160924180,0,1
160944185,0,1
160964179,0,1
160984177,0,1
161004177,0,1
161024178,0,1
161044146,0,1
161064194,0,1
161084185,0,1
161104178,0,1
161124178,0,1
161144184,0,1
161164183,0,1
161184181,0,1
161204176,0,1
161224181,0,1
161244183,0,1
161264188,0,1
161284183,0,1
161304184,0,1
161324182,0,1
161344187,0,1
161364190,0,1
161384183,0,1
161404179,0,1
161424176,0,1
161444192,0,1
161464185,0,1
161484177,0,1
161504180,0,1
161524302,0,1
161544184,0,1
161564398,0,1
161584178,0,1
161604180,0,1
161624177,0,1
161644180,0,1
161664181,0,1
161684177,0,1
161704181,0,1
161724179,0,1
161744181,0,1
161764182,0,1
161784178,0,1
161804182,0,1
161824188,0,1
161844184,0,1
161864182,0,1
161884178,0,1
161904178,0,1
161924178,0,1
161944183,0,1
161964177,0,1
161984179,0,1
162004184,0,1
162024181,0,1
162044186,0,1
162064322,0,1
162084184,0,1
162104180,0,1
162124185,0,1
162144178,0,1
162164183,0,1
162184180,0,1
162204177,0,1
162224179,0,1
162244181,0,1
162264179,0,1
162284178,0,1
162304177,0,1
162324159,0,1
162344179,0,1
162364189,0,1
162384178,0,1
162404176,0,1
162424176,0,1
162444178,0,1
162464179,0,1
162484178,0,1
162504181,0,1
162524179,0,1
162544183,0,1
162564179,0,1
162584180,0,1
162604178,0,1
162624182,0,1
162644222,0,1
162664182,0,1
162684177,0,1
162704178,0,1
162724179,0,1
162744320,0,1
162764182,0,1
162784181,0,1
162804232,0,1
162824182,0,1
162844180,0,1
162864179,0,1
162884178,0,1
162904177,0,1
162924179,0,1
162944183,0,1
162964329,0,1
162984175,0,1
163005337,0,1
163024179,0,1
163044184,0,1
163064384,0,1
163084177,0,1
163104178,0,1
163124179,0,1
163144180,0,1
163164181,0,1
163184179,0,1
163204180,0,1
163224181,0,1
163244186,0,1
163264181,0,1
163284191,0,1
163304183,0,1
163324182,0,1
163344189,0,1
163364185,0,1
163384180,0,1
163404175,0,1
163424176,0,1
163444177,0,1
163464181,0,1
163484180,0,1
163504181,0,1
163524185,0,1
163544181,0,1
163564179,0,1
163584179,0,1
163604178,0,1
163624179,0,1
163644181,0,1
163664182,0,1
163684179,0,1
163704177,0,1
163724176,0,1
163744180,0,1
163764180,0,1
163784403,0,1
163804184,0,1
163824182,0,1
163844182,0,1
163864181,0,1
163884177,0,1
163904180,0,1
163924180,0,1
163944181,0,1
163964179,0,1
163984181,0,1
164004179,0,1
164024181,0,1
164044188,0,1
164064179,0,1
164084181,0,1
164104177,0,1
164124246,0,1
164144179,0,1
164164160,0,1
164184178,0,1
164204175,0,1
164224177,0,1
164244180,0,1
164264176,0,1
164284179,0,1
164304175,0,1
164324182,0,1
164344181,0,1
164364193,0,1
164384180,0,1
164404177,0,1
164424182,0,1
164444550,0,1
164464559,0,1
164484193,0,1
164504181,0,1
164524180,0,1
164544195,0,1
164564194,0,1
164584183,0,1
164604178,0,1
164624182,0,1
164644188,0,1
164664181,0,1
164684431,0,1
164704252,0,1
164724180,0,1
164744194,0,1
164764180,0,1
164784180,0,1
164804178,0,1
164824181,0,1
164844238,0,1
164864182,0,1
164884177,0,1
164904185,0,1
164924178,0,1
164944186,0,1
164964176,0,1
164984177,0,1
165004180,0,1
165024180,0,1
165044184,0,1
165064182,0,1
165084181,0,1
165104177,0,1
165124181,0,1
165144185,0,1
165164186,0,1
165184189,0,1
165204184,0,1
165224182,0,1
165244184,0,1
165264191,0,1
165284177,0,1
165304177,0,1
165324177,0,1
165344184,0,1
165364181,0,1
165384178,0,1
165404177,0,1
165424183,0,1
165444178,0,1
165464183,0,1
165484180,0,1
165504179,0,1
165524180,0,1
165544206,0,1
165564179,0,1
165584178,0,1
165604179,0,1
165624172,0,1
165644181,0,1
165664188,0,1
165684179,0,1
165704179,0,1
165724178,0,1
165744181,0,1
165764386,0,1
165784181,0,1
165804184,0,1
165824180,0,1
165844188,0,1
165864188,0,1
165884177,0,1
165904178,0,1
165924329,0,1
165944182,0,1
165964179,0,1
165984177,0,1
166004177,0,1
166024177,0,1
166044178,0,1
166064177,0,1
166084215,0,1
166104475,0,1
166124180,0,1
166144181,0,1
166164179,0,1
166184387,0,1
166204179,0,1
166224184,0,1
166244176,0,1
166264182,0,1
166284287,0,1
166304381,0,1
166324181,0,1
166344182,0,1
166364487,0,1
166384180,0,1
166404180,0,1
166424180,0,1
166444182,0,1
166464187,0,1
166484183,0,1
166504179,0,1
166524182,0,1
166544226,0,1
166564183,0,1
166584182,0,1
166604177,0,1
166624189,0,1
166644179,0,1
166664221,0,1
166684180,0,1
166704177,0,1
166724177,0,1
166744177,0,1
166764178,0,1
166784178,0,1
166804179,0,1
166824178,0,1
166844176,0,1
166864184,0,1
166884179,0,1
166904177,0,1
166924181,0,1
166944180,0,1
166964184,0,1
166984178,0,1
167004186,0,1
167024180,0,1
167044185,0,1
167064182,0,1
167084181,0,1
167104186,0,1
167124180,0,1
167144178,0,1
167164162,0,1
167184181,0,1
167204181,0,1
167224181,0,1
167244177,0,1
167264180,0,1
167284177,0,1
167304178,0,1
167324179,0,1
167344178,0,1
167364177,0,1
167384179,0,1
167404179,0,1
167424187,0,1
167444180,0,1
167464179,0,1
167484183,0,1
167504181,0,1
167524189,0,1
167544180,0,1
167564207,0,1
167584236,0,1
167604216,0,1
167624199,0,1
167644174,0,1
167664189,0,1
167684182,0,1
167704182,0,1
167724183,0,1
167744181,0,1
167764194,0,1
167784188,0,1
167804181,0,1
167824184,0,1
167844178,0,1
167864180,0,1
167884179,0,1
167904178,0,1
167924182,0,1
167944177,0,1
167964187,0,1
167984177,0,1
168005535,0,1
168024181,0,1
168044180,0,1
168064180,0,1
168084219,0,1
168104175,0,1
168124180,0,1
168144176,0,1
168164181,0,1
168184179,0,1
168204179,0,1
168224181,0,1
168244175,0,1
168264151,0,1
168284227,0,1
168304189,0,1
168324178,0,1
168344179,0,1
168364739,0,1
168384192,0,1
168404178,0,1
168424181,0,1
168444140,0,1
168464185,0,1
168484145,0,1
168504181,0,1
168524180,0,1
168544183,0,1
168564726,0,1
168584182,0,1
168604178,0,1
168624179,0,1
168644187,0,1
168664181,0,1
168684182,0,1
168704177,0,1
168724478,0,1
168744179,0,1
168764181,0,1
168784177,0,1
168804179,0,1
168824179,0,1
168844177,0,1
168864179,0,1
168884177,0,1
168904177,0,1
168924177,0,1
168944176,0,1
168964194,0,1
168984178,0,1
169004178,0,1
169024177,0,1
169044181,0,1
169064185,0,1
169084179,0,1
169104183,0,1
169124179,0,1
169144180,0,1
169164205,0,1
169184210,0,1
169204174,0,1
169224179,0,1
169244179,0,1
169264181,0,1
169285026,0,1
169304177,0,1
169324176,0,1
169344188,0,1
169364275,0,1
169384177,0,1
169404190,0,1
169424178,0,1
169444176,0,1
169464176,0,1
169484177,0,1
169504181,0,1
169524183,0,1
169544177,0,1
169564226,0,1
169584177,0,1
169604182,0,1
169624175,0,1
169644176,0,1
169664180,0,1
169684182,0,1
169704177,0,1
169724188,0,1
169744180,0,1
169764184,0,1
169784181,0,1
169804178,0,1
169824181,0,1
169844198,0,1
169864185,0,1
169884180,0,1
169904177,0,1
169924178,0,1
169944176,0,1
169964180,0,1
169984181,0,1
170004178,0,1
170024178,0,1
170044182,0,1
170064180,0,1
170084246,0,1
170104180,0,1
170124181,0,1
170144178,0,1
170164176,0,1
170184300,0,1
170204180,0,1
170224183,0,1
170244182,0,1
170264178,0,1
170284182,0,1
170304214,0,1
170325102,0,1
170344179,0,1
170364404,0,1
170384179,0,1
170404180,0,1
170424176,0,1
170444179,0,1
170464188,0,1
170484178,0,1
170504184,0,1
170524179,0,1
170544175,0,1
170564187,0,1
170584180,0,1
170604184,0,1
170624178,0,1
170644178,0,1
170664179,0,1
170684179,0,1
170704177,0,1
170724176,0,1
170744177,0,1
170764194,0,1
170784409,0,1
170804178,0,1
170824183,0,1
170844181,0,1
170864668,0,1
170884186,0,1
170904178,0,1
170924176,0,1
170944178,0,1
170964190,0,1
170984178,0,1
171004178,0,1
171024184,0,1
171044183,0,1
171064791,0,1
171084183,0,1
171104192,0,1
171124178,0,1
171148585,0,1
171164184,0,1
171184189,0,1
171204185,0,1
171224176,0,1
171244177,0,1
171264149,0,1
171284263,0,1
171304186,0,1
171324184,0,1
171344178,0,1
171364177,0,1
171384178,0,1
171404364,0,1
171424188,0,1
171444179,0,1
171464178,0,1
171484180,0,1
171504201,0,1
171524259,0,1
171544178,0,1
171564185,0,1
171584178,0,1
171604188,0,1
171624176,0,1
171644177,0,1
171664185,0,1
171684185,0,1
171704191,0,1
171724179,0,1
171744359,0,1
171764184,0,1
171784181,0,1
171804188,0,1
171824182,0,1
171844179,0,1
171864181,0,1
171884178,0,1
171904179,0,1
171924177,0,1
171944178,0,1
171964182,0,1
171984177,0,1
172004235,0,1
172024177,0,1
172044184,0,1
172064184,0,1
172084179,0,1
172104182,0,1
172124178,0,1
172144179,0,1
172164344,0,1
172184312,0,1
172204181,0,1
172224176,0,1
172244176,0,1
172264185,0,1
172284185,0,1
172304182,0,1
172324284,0,1
172344212,0,1
172364180,0,1
172384203,0,1
172404179,0,1
172424179,0,1
172444177,0,1
172464180,0,1
172484182,0,1
172504182,0,1
172524180,0,1
172544184,0,1
172564179,0,1
172584180,0,1
172604180,0,1
172624178,0,1
172644177,0,1
172664180,0,1
172684178,0,1
172704179,0,1
172724198,0,1
172744180,0,1
172764183,0,1
172784183,0,1
172804181,0,1
172824180,0,1
172844177,0,1
172864179,0,1
172884178,0,1
172904178,0,1
172924180,0,1
172944245,0,1
172964181,0,1
172984178,0,1
173004181,0,1
173024251,0,1
173044189,0,1
173064184,0,1
173084178,0,1
173104180,0,1
173124181,0,1
173144180,0,1
173164183,0,1
173184181,0,1
173204181,0,1
173224192,0,1
173244181,0,1
173264181,0,1
173284179,0,1
173304178,0,1
173324176,0,1
173344175,0,1
173364133,0,1
173384179,0,1
173404183,0,1
173424179,0,1
173444176,0,1
173464179,0,1
173484178,0,1
173504180,0,1
173524179,0,1
173544179,0,1
173564184,0,1
173584185,0,1
173604181,0,1
173624238,0,1
173644178,0,1
173664183,0,1
173684190,0,1
173704288,0,1
173724182,0,1
173744179,0,1
173764180,0,1
173784181,0,1
173804178,0,1
173824178,0,1
173844338,0,1
173864179,0,1
173884183,0,1
173904182,0,1
173924180,0,1
173944177,0,1
173964177,0,1
173984181,0,1
174004183,0,1
174024180,0,1
174044177,0,1
174064180,0,1
174084177,0,1
174104177,0,1
174124176,0,1
174144176,0,1
174164180,0,1
174184182,0,1
174204180,0,1
174224177,0,1
174244179,0,1
174264181,0,1
174284195,0,1
174304181,0,1
174324181,0,1
174344178,0,1
174364178,0,1
174384271,0,1
174404181,0,1
174424177,0,1
174444180,0,1
174464181,0,1
174484178,0,1
174504187,0,1
174524182,0,1
174544178,0,1
174564180,0,1
174584202,0,1
174604181,0,1
174624181,0,1
174644178,0,1
174664584,0,1
174684374,0,1
174704179,0,1
174724178,0,1
174744177,0,1
174764178,0,1
174784192,0,1
174804177,0,1
174824183,0,1
174844187,0,1
174864182,0,1
174884185,0,1
174904175,0,1
174924175,0,1
174944175,0,1
174964175,0,1
174984167,0,1
175004181,0,1
175024182,0,1
175044178,0,1
175064181,0,1
175084180,0,1
175104133,0,1
175124181,0,1
175144181,0,1
175164183,0,1
175184184,0,1
175204185,0,1
175224153,0,1
175244177,0,1
175264181,0,1
175284885,0,1
175304182,0,1
175324338,0,1
175344432,0,1
175364178,0,1
175384185,0,1
175404177,0,1
175424176,0,1
175444176,0,1
175464176,0,1
175484182,0,1
175504179,0,1
175524175,0,1
175544182,0,1
175564179,0,1
175584179,0,1
175604411,0,1
175624177,0,1
175644177,0,1
175664179,0,1
175684180,0,1
175704178,0,1
175724180,0,1
175744180,0,1
175764179,0,1
175784187,0,1
175804179,0,1
175824184,0,1
175844186,0,1
175864133,0,1
175884190,0,1
175904180,0,1
175924176,0,1
175944178,0,1
175964182,0,1
175984179,0,1
176004182,0,1
176024178,0,1
176044181,0,1
176064182,0,1
176084181,0,1
176104177,0,1
